drink,price,hour,arrival_no
ice_lemon_tea,1.4,0,0
sprite,1.2,0,1
pepsi,1.1,0,2
sprite,1.2,1,0
mountain_dew,1.4,1,1
pepsi,1.1,2,0
pepsi,1.1,2,1
mountain_dew,1.4,2,2
coke,1.3,2,3
sprite,1.2,3,0
ice_lemon_tea,1.4,3,1
ice_lemon_tea,1.4,3,2
pepsi,1.1,3,3
fanta_orange,1.1,3,4
coke,1.3,4,0
coke,1.3,5,0
pepsi,1.1,5,1
pepsi,1.1,5,2
fanta_orange,1.1,5,3
fanta_grape,1.1,5,4
fanta_grape,1.1,6,0
mountain_dew,1.4,6,1
pepsi,1.1,7,0
sprite,1.2,7,1
pepsi,1.1,8,0
ice_lemon_tea,1.4,8,1
pepsi,1.1,8,2
mountain_dew,1.4,8,3
coke,1.3,9,0
fanta_grape,1.1,9,1
fanta_orange,1.1,9,2
mountain_dew,1.4,10,0
coke,1.3,10,1
coke,1.3,10,2
fanta_grape,1.1,10,3
mountain_dew,1.4,11,0
coke,1.3,11,1
coke,1.3,12,0
ice_lemon_tea,1.4,13,0
coke,1.3,14,0
fanta_orange,1.1,15,0
pepsi,1.1,15,1
pepsi,1.1,15,2
pepsi,1.1,15,3
fanta_grape,1.1,15,4
coke,1.3,15,5
pepsi,1.1,15,6
pepsi,1.1,16,0
sprite,1.2,16,1
mountain_dew,1.4,16,2
sprite,1.2,17,0
ice_lemon_tea,1.4,17,1
fanta_grape,1.1,17,2
sprite,1.2,17,3
fanta_orange,1.1,17,4
fanta_orange,1.1,17,5
fanta_grape,1.1,18,0
pepsi,1.1,18,1
sprite,1.2,19,0
sprite,1.2,19,1
mountain_dew,1.4,19,2
mountain_dew,1.4,19,3
fanta_grape,1.1,19,4
fanta_grape,1.1,19,5
mountain_dew,1.4,19,6
pepsi,1.1,19,7
fanta_orange,1.1,19,8
fanta_grape,1.1,20,0
coke,1.3,20,1
pepsi,1.1,21,0
ice_lemon_tea,1.4,21,1
fanta_grape,1.1,21,2
ice_lemon_tea,1.4,21,3
sprite,1.2,22,0
ice_lemon_tea,1.4,23,0
sprite,1.2,23,1
sprite,1.2,23,2
mountain_dew,1.4,24,0
sprite,1.2,25,0
pepsi,1.1,25,1
fanta_grape,1.1,25,2
coke,1.3,25,3
fanta_grape,1.1,25,4
mountain_dew,1.4,25,5
sprite,1.2,26,0
mountain_dew,1.4,26,1
mountain_dew,1.4,26,2
ice_lemon_tea,1.4,26,3
ice_lemon_tea,1.4,26,4
sprite,1.2,27,0
sprite,1.2,28,0
sprite,1.2,29,0
fanta_grape,1.1,29,1
coke,1.3,29,2
coke,1.3,30,0
sprite,1.2,30,1
coke,1.3,30,2
sprite,1.2,30,3
ice_lemon_tea,1.4,31,0
fanta_orange,1.1,31,1
ice_lemon_tea,1.4,32,0
coke,1.3,32,1
pepsi,1.1,32,2
fanta_orange,1.1,32,3
pepsi,1.1,33,0
ice_lemon_tea,1.4,34,0
fanta_orange,1.1,34,1
fanta_grape,1.1,35,0
mountain_dew,1.4,35,1
coke,1.3,35,2
ice_lemon_tea,1.4,36,0
mountain_dew,1.4,36,1
sprite,1.2,36,2
sprite,1.2,37,0
sprite,1.2,37,1
fanta_orange,1.1,38,0
coke,1.3,38,1
coke,1.3,38,2
fanta_grape,1.1,39,0
mountain_dew,1.4,39,1
coke,1.3,39,2
fanta_grape,1.1,41,0
coke,1.3,41,1
fanta_grape,1.1,42,0
fanta_orange,1.1,42,1
fanta_grape,1.1,42,2
fanta_grape,1.1,42,3
sprite,1.2,43,0
