drink,price,hour,arrival_no
fanta_orange,1.1,0,0
pepsi,1.1,0,1
sprite,1.2,1,0
mountain_dew,1.4,1,1
coke,1.3,2,0
fanta_orange,1.1,2,1
fanta_orange,1.1,2,2
fanta_grape,1.1,3,0
fanta_orange,1.1,3,1
mountain_dew,1.4,3,2
mountain_dew,1.4,3,3
pepsi,1.1,3,4
pepsi,1.1,3,5
fanta_grape,1.1,4,0
coke,1.3,4,1
fanta_grape,1.1,4,2
fanta_grape,1.1,5,0
ice_lemon_tea,1.4,6,0
pepsi,1.1,6,1
sprite,1.2,6,2
ice_lemon_tea,1.4,7,0
fanta_orange,1.1,7,1
pepsi,1.1,7,2
ice_lemon_tea,1.4,8,0
fanta_grape,1.1,8,1
fanta_orange,1.1,8,2
sprite,1.2,8,3
mountain_dew,1.4,8,4
fanta_orange,1.1,8,5
coke,1.3,9,0
fanta_orange,1.1,9,1
sprite,1.2,9,2
pepsi,1.1,10,0
pepsi,1.1,10,1
fanta_grape,1.1,10,2
pepsi,1.1,11,0
pepsi,1.1,11,1
sprite,1.2,12,0
pepsi,1.1,12,1
fanta_orange,1.1,12,2
sprite,1.2,13,0
fanta_grape,1.1,13,1
fanta_orange,1.1,13,2
mountain_dew,1.4,14,0
mountain_dew,1.4,14,1
sprite,1.2,15,0
coke,1.3,15,1
sprite,1.2,15,2
pepsi,1.1,15,3
fanta_grape,1.1,15,4
sprite,1.2,16,0
fanta_orange,1.1,16,1
fanta_grape,1.1,16,2
fanta_grape,1.1,17,0
sprite,1.2,17,1
ice_lemon_tea,1.4,17,2
sprite,1.2,17,3
sprite,1.2,17,4
coke,1.3,18,0
coke,1.3,19,0
pepsi,1.1,19,1
fanta_orange,1.1,19,2
pepsi,1.1,19,3
coke,1.3,21,0
sprite,1.2,21,1
ice_lemon_tea,1.4,21,2
mountain_dew,1.4,22,0
ice_lemon_tea,1.4,22,1
sprite,1.2,22,2
fanta_orange,1.1,22,3
fanta_grape,1.1,23,0
sprite,1.2,23,1
coke,1.3,23,2
fanta_grape,1.1,23,3
sprite,1.2,24,0
pepsi,1.1,24,1
mountain_dew,1.4,24,2
coke,1.3,25,0
sprite,1.2,25,1
pepsi,1.1,25,2
ice_lemon_tea,1.4,25,3
mountain_dew,1.4,25,4
coke,1.3,26,0
sprite,1.2,26,1
pepsi,1.1,26,2
pepsi,1.1,27,0
fanta_grape,1.1,27,1
mountain_dew,1.4,27,2
ice_lemon_tea,1.4,28,0
pepsi,1.1,28,1
ice_lemon_tea,1.4,29,0
coke,1.3,29,1
mountain_dew,1.4,30,0
pepsi,1.1,30,1
mountain_dew,1.4,31,0
mountain_dew,1.4,32,0
pepsi,1.1,32,1
ice_lemon_tea,1.4,33,0
fanta_orange,1.1,33,1
coke,1.3,33,2
coke,1.3,33,3
mountain_dew,1.4,33,4
sprite,1.2,34,0
ice_lemon_tea,1.4,35,0
mountain_dew,1.4,35,1
fanta_grape,1.1,35,2
coke,1.3,35,3
coke,1.3,35,4
fanta_grape,1.1,36,0
coke,1.3,36,1
