drink,price,hour,arrival_no
pepsi,1.1,0,0
sprite,1.2,0,1
fanta_orange,1.1,0,2
sprite,1.2,0,3
fanta_orange,1.1,1,0
ice_lemon_tea,1.4,2,0
mountain_dew,1.4,2,1
mountain_dew,1.4,2,2
fanta_orange,1.1,3,0
coke,1.3,3,1
sprite,1.2,3,2
ice_lemon_tea,1.4,3,3
mountain_dew,1.4,3,4
pepsi,1.1,4,0
sprite,1.2,5,0
ice_lemon_tea,1.4,5,1
coke,1.3,5,2
mountain_dew,1.4,6,0
mountain_dew,1.4,6,1
fanta_grape,1.1,7,0
fanta_orange,1.1,7,1
fanta_grape,1.1,8,0
pepsi,1.1,8,1
fanta_grape,1.1,9,0
fanta_grape,1.1,9,1
coke,1.3,9,2
fanta_grape,1.1,9,3
ice_lemon_tea,1.4,10,0
sprite,1.2,10,1
ice_lemon_tea,1.4,10,2
pepsi,1.1,10,3
ice_lemon_tea,1.4,11,0
pepsi,1.1,11,1
mountain_dew,1.4,11,2
fanta_orange,1.1,11,3
fanta_grape,1.1,11,4
coke,1.3,12,0
coke,1.3,12,1
coke,1.3,12,2
pepsi,1.1,13,0
fanta_grape,1.1,13,1
fanta_orange,1.1,13,2
fanta_orange,1.1,14,0
ice_lemon_tea,1.4,14,1
coke,1.3,14,2
sprite,1.2,15,0
pepsi,1.1,15,1
coke,1.3,15,2
fanta_orange,1.1,15,3
fanta_grape,1.1,15,4
fanta_grape,1.1,15,5
pepsi,1.1,16,0
fanta_grape,1.1,16,1
ice_lemon_tea,1.4,17,0
fanta_grape,1.1,17,1
fanta_orange,1.1,17,2
fanta_grape,1.1,19,0
fanta_orange,1.1,19,1
ice_lemon_tea,1.4,19,2
fanta_grape,1.1,19,3
ice_lemon_tea,1.4,20,0
coke,1.3,20,1
ice_lemon_tea,1.4,20,2
sprite,1.2,20,3
fanta_grape,1.1,20,4
sprite,1.2,20,5
mountain_dew,1.4,20,6
pepsi,1.1,20,7
sprite,1.2,21,0
sprite,1.2,21,1
sprite,1.2,21,2
pepsi,1.1,21,3
sprite,1.2,21,4
pepsi,1.1,21,5
sprite,1.2,22,0
ice_lemon_tea,1.4,22,1
fanta_orange,1.1,24,0
fanta_orange,1.1,24,1
fanta_orange,1.1,24,2
fanta_orange,1.1,24,3
sprite,1.2,24,4
coke,1.3,25,0
fanta_grape,1.1,26,0
mountain_dew,1.4,26,1
coke,1.3,26,2
mountain_dew,1.4,26,3
coke,1.3,26,4
sprite,1.2,27,0
coke,1.3,27,1
mountain_dew,1.4,28,0
pepsi,1.1,28,1
pepsi,1.1,28,2
coke,1.3,29,0
mountain_dew,1.4,29,1
ice_lemon_tea,1.4,30,0
coke,1.3,30,1
fanta_orange,1.1,30,2
ice_lemon_tea,1.4,31,0
coke,1.3,31,1
sprite,1.2,32,0
mountain_dew,1.4,32,1
fanta_grape,1.1,32,2
mountain_dew,1.4,32,3
mountain_dew,1.4,33,0
fanta_orange,1.1,34,0
mountain_dew,1.4,34,1
fanta_grape,1.1,34,2
pepsi,1.1,34,3
fanta_grape,1.1,35,0
pepsi,1.1,35,1
sprite,1.2,35,2
mountain_dew,1.4,35,3
ice_lemon_tea,1.4,35,4
coke,1.3,36,0
fanta_orange,1.1,36,1
fanta_orange,1.1,36,2
mountain_dew,1.4,37,0
sprite,1.2,38,0
sprite,1.2,38,1
sprite,1.2,38,2
fanta_grape,1.1,39,0
mountain_dew,1.4,39,1
coke,1.3,40,0
sprite,1.2,40,1
fanta_grape,1.1,40,2
fanta_orange,1.1,40,3
ice_lemon_tea,1.4,40,4
sprite,1.2,41,0
pepsi,1.1,41,1
coke,1.3,41,2
fanta_grape,1.1,41,3
fanta_grape,1.1,41,4
fanta_orange,1.1,42,0
sprite,1.2,42,1
pepsi,1.1,42,2
fanta_grape,1.1,42,3
mountain_dew,1.4,44,0
pepsi,1.1,44,1
sprite,1.2,44,2
pepsi,1.1,44,3
ice_lemon_tea,1.4,45,0
mountain_dew,1.4,45,1
pepsi,1.1,46,0
mountain_dew,1.4,46,1
fanta_grape,1.1,46,2
ice_lemon_tea,1.4,46,3
coke,1.3,46,4
ice_lemon_tea,1.4,46,5
fanta_orange,1.1,47,0
fanta_grape,1.1,48,0
ice_lemon_tea,1.4,48,1
mountain_dew,1.4,49,0
coke,1.3,49,1
pepsi,1.1,49,2
fanta_grape,1.1,49,3
fanta_grape,1.1,51,0
coke,1.3,51,1
ice_lemon_tea,1.4,51,2
fanta_grape,1.1,51,3
fanta_orange,1.1,52,0
sprite,1.2,52,1
coke,1.3,52,2
ice_lemon_tea,1.4,54,0
ice_lemon_tea,1.4,54,1
pepsi,1.1,54,2
mountain_dew,1.4,54,3
pepsi,1.1,54,4
fanta_grape,1.1,55,0
pepsi,1.1,55,1
pepsi,1.1,55,2
sprite,1.2,56,0
fanta_grape,1.1,57,0
ice_lemon_tea,1.4,57,1
ice_lemon_tea,1.4,57,2
fanta_grape,1.1,58,0
mountain_dew,1.4,58,1
coke,1.3,58,2
fanta_grape,1.1,58,3
sprite,1.2,58,4
ice_lemon_tea,1.4,58,5
mountain_dew,1.4,59,0
ice_lemon_tea,1.4,60,0
fanta_grape,1.1,60,1
pepsi,1.1,61,0
ice_lemon_tea,1.4,61,1
fanta_grape,1.1,61,2
sprite,1.2,63,0
mountain_dew,1.4,64,0
ice_lemon_tea,1.4,64,1
ice_lemon_tea,1.4,64,2
pepsi,1.1,65,0
fanta_grape,1.1,65,1
mountain_dew,1.4,66,0
ice_lemon_tea,1.4,66,1
ice_lemon_tea,1.4,66,2
pepsi,1.1,66,3
coke,1.3,66,4
mountain_dew,1.4,66,5
sprite,1.2,67,0
ice_lemon_tea,1.4,67,1
mountain_dew,1.4,67,2
pepsi,1.1,68,0
pepsi,1.1,68,1
ice_lemon_tea,1.4,68,2
fanta_orange,1.1,69,0
fanta_grape,1.1,70,0
pepsi,1.1,70,1
fanta_orange,1.1,70,2
fanta_grape,1.1,70,3
pepsi,1.1,70,4
ice_lemon_tea,1.4,70,5
coke,1.3,72,0
fanta_grape,1.1,72,1
fanta_grape,1.1,72,2
ice_lemon_tea,1.4,73,0
coke,1.3,73,1
fanta_grape,1.1,73,2
coke,1.3,74,0
fanta_grape,1.1,75,0
sprite,1.2,75,1
pepsi,1.1,75,2
fanta_orange,1.1,77,0
sprite,1.2,77,1
sprite,1.2,78,0
fanta_orange,1.1,78,1
pepsi,1.1,78,2
fanta_orange,1.1,79,0
pepsi,1.1,79,1
fanta_orange,1.1,79,2
fanta_grape,1.1,80,0
pepsi,1.1,82,0
fanta_orange,1.1,82,1
ice_lemon_tea,1.4,82,2
sprite,1.2,83,0
sprite,1.2,83,1
coke,1.3,83,2
fanta_grape,1.1,84,0
sprite,1.2,85,0
sprite,1.2,85,1
coke,1.3,87,0
fanta_grape,1.1,87,1
coke,1.3,88,0
ice_lemon_tea,1.4,89,0
sprite,1.2,89,1
fanta_orange,1.1,89,2
sprite,1.2,89,3
sprite,1.2,89,4
pepsi,1.1,90,0
fanta_orange,1.1,90,1
ice_lemon_tea,1.4,90,2
coke,1.3,90,3
ice_lemon_tea,1.4,91,0
sprite,1.2,92,0
coke,1.3,92,1
fanta_orange,1.1,92,2
fanta_orange,1.1,92,3
mountain_dew,1.4,92,4
fanta_orange,1.1,93,0
coke,1.3,93,1
mountain_dew,1.4,93,2
pepsi,1.1,94,0
sprite,1.2,94,1
coke,1.3,94,2
pepsi,1.1,94,3
fanta_grape,1.1,95,0
coke,1.3,95,1
fanta_orange,1.1,95,2
fanta_grape,1.1,96,0
coke,1.3,96,1
ice_lemon_tea,1.4,96,2
mountain_dew,1.4,96,3
coke,1.3,96,4
fanta_orange,1.1,97,0
coke,1.3,97,1
pepsi,1.1,97,2
fanta_grape,1.1,97,3
coke,1.3,98,0
mountain_dew,1.4,99,0
ice_lemon_tea,1.4,100,0
mountain_dew,1.4,100,1
mountain_dew,1.4,100,2
fanta_grape,1.1,101,0
sprite,1.2,102,0
coke,1.3,102,1
mountain_dew,1.4,102,2
ice_lemon_tea,1.4,102,3
fanta_grape,1.1,103,0
pepsi,1.1,103,1
mountain_dew,1.4,103,2
coke,1.3,104,0
mountain_dew,1.4,104,1
mountain_dew,1.4,105,0
ice_lemon_tea,1.4,105,1
fanta_grape,1.1,106,0
sprite,1.2,106,1
sprite,1.2,106,2
coke,1.3,106,3
pepsi,1.1,108,0
coke,1.3,108,1
mountain_dew,1.4,108,2
pepsi,1.1,109,0
ice_lemon_tea,1.4,109,1
fanta_orange,1.1,109,2
pepsi,1.1,110,0
coke,1.3,110,1
pepsi,1.1,110,2
fanta_orange,1.1,111,0
ice_lemon_tea,1.4,112,0
sprite,1.2,112,1
coke,1.3,113,0
fanta_orange,1.1,113,1
ice_lemon_tea,1.4,114,0
fanta_orange,1.1,114,1
pepsi,1.1,114,2
pepsi,1.1,114,3
coke,1.3,114,4
sprite,1.2,115,0
fanta_grape,1.1,115,1
fanta_grape,1.1,115,2
sprite,1.2,115,3
fanta_orange,1.1,115,4
ice_lemon_tea,1.4,115,5
pepsi,1.1,115,6
fanta_grape,1.1,115,7
fanta_orange,1.1,116,0
pepsi,1.1,116,1
fanta_orange,1.1,117,0
pepsi,1.1,117,1
sprite,1.2,117,2
coke,1.3,118,0
fanta_grape,1.1,118,1
fanta_grape,1.1,118,2
ice_lemon_tea,1.4,118,3
sprite,1.2,118,4
sprite,1.2,119,0
fanta_orange,1.1,119,1
coke,1.3,119,2
pepsi,1.1,120,0
pepsi,1.1,120,1
ice_lemon_tea,1.4,121,0
pepsi,1.1,121,1
ice_lemon_tea,1.4,121,2
mountain_dew,1.4,122,0
fanta_grape,1.1,122,1
ice_lemon_tea,1.4,122,2
fanta_grape,1.1,122,3
ice_lemon_tea,1.4,123,0
fanta_grape,1.1,123,1
fanta_orange,1.1,124,0
sprite,1.2,124,1
fanta_orange,1.1,124,2
mountain_dew,1.4,124,3
ice_lemon_tea,1.4,124,4
fanta_grape,1.1,125,0
ice_lemon_tea,1.4,125,1
coke,1.3,126,0
sprite,1.2,126,1
coke,1.3,126,2
fanta_orange,1.1,127,0
fanta_orange,1.1,127,1
coke,1.3,128,0
fanta_grape,1.1,128,1
pepsi,1.1,128,2
fanta_orange,1.1,128,3
fanta_grape,1.1,129,0
fanta_grape,1.1,129,1
ice_lemon_tea,1.4,129,2
ice_lemon_tea,1.4,129,3
fanta_orange,1.1,130,0
fanta_orange,1.1,130,1
coke,1.3,131,0
fanta_orange,1.1,131,1
mountain_dew,1.4,132,0
fanta_orange,1.1,132,1
mountain_dew,1.4,132,2
fanta_orange,1.1,133,0
coke,1.3,134,0
fanta_orange,1.1,134,1
fanta_grape,1.1,134,2
sprite,1.2,135,0
pepsi,1.1,136,0
fanta_grape,1.1,136,1
fanta_grape,1.1,137,0
fanta_grape,1.1,137,1
pepsi,1.1,138,0
sprite,1.2,139,0
pepsi,1.1,139,1
ice_lemon_tea,1.4,139,2
pepsi,1.1,139,3
pepsi,1.1,140,0
fanta_grape,1.1,140,1
fanta_grape,1.1,141,0
mountain_dew,1.4,141,1
fanta_orange,1.1,141,2
fanta_grape,1.1,142,0
fanta_orange,1.1,142,1
coke,1.3,143,0
sprite,1.2,143,1
coke,1.3,144,0
coke,1.3,144,1
mountain_dew,1.4,144,2
fanta_orange,1.1,145,0
ice_lemon_tea,1.4,145,1
coke,1.3,145,2
sprite,1.2,145,3
pepsi,1.1,145,4
fanta_orange,1.1,146,0
sprite,1.2,147,0
pepsi,1.1,148,0
fanta_grape,1.1,148,1
fanta_orange,1.1,148,2
ice_lemon_tea,1.4,148,3
coke,1.3,148,4
ice_lemon_tea,1.4,148,5
pepsi,1.1,148,6
mountain_dew,1.4,150,0
fanta_grape,1.1,151,0
fanta_grape,1.1,151,1
sprite,1.2,151,2
ice_lemon_tea,1.4,152,0
fanta_grape,1.1,152,1
mountain_dew,1.4,152,2
coke,1.3,153,0
coke,1.3,153,1
mountain_dew,1.4,153,2
pepsi,1.1,153,3
pepsi,1.1,153,4
sprite,1.2,153,5
coke,1.3,155,0
coke,1.3,155,1
coke,1.3,156,0
pepsi,1.1,156,1
ice_lemon_tea,1.4,156,2
fanta_grape,1.1,156,3
pepsi,1.1,156,4
mountain_dew,1.4,156,5
coke,1.3,156,6
mountain_dew,1.4,156,7
mountain_dew,1.4,156,8
coke,1.3,157,0
ice_lemon_tea,1.4,157,1
ice_lemon_tea,1.4,159,0
coke,1.3,159,1
pepsi,1.1,160,0
fanta_grape,1.1,161,0
coke,1.3,161,1
mountain_dew,1.4,161,2
fanta_grape,1.1,161,3
pepsi,1.1,162,0
ice_lemon_tea,1.4,162,1
pepsi,1.1,162,2
mountain_dew,1.4,162,3
mountain_dew,1.4,163,0
coke,1.3,163,1
coke,1.3,163,2
sprite,1.2,164,0
fanta_orange,1.1,164,1
pepsi,1.1,164,2
fanta_orange,1.1,165,0
sprite,1.2,166,0
pepsi,1.1,166,1
ice_lemon_tea,1.4,166,2
ice_lemon_tea,1.4,167,0
sprite,1.2,167,1
fanta_orange,1.1,167,2
